"Frontside"	"Flipside"	"Category"
ftxey	wählen, aussuchen, auswählen	vtr.
fu	oder	conj.
futa	dass (NebensatzMarker)	pn., sbd.
fwa	dass (NebensatzMarker)	pn., sbd.
fya'o	Pfad, Weg, Verhalten, Art und Weise	n.
fyape	wie?	inter.
fyawìntxu	anleiten, führen, leiten	vin.
ha	so, also, daher, in diesem Fall	adv.
hahaw	schlafen	vin.
hapxì	Teil	n.
hasey	fertig, erledigt, fertiggestellt	adj.
hawnu	schützen, beschützen, wahren	vtr.
hì'i	klein, gering (Größe)	adj.
hiyìk	lustig, seltsam, komisch	adj.
hol	wenig, ein paar, einige	adj.
holpxay	Zahl, Nummer	n.
hrrap	Gefahr	n.
hu	mit, zusammen mit, in Begleitung von	adp.
hufwe	Wind	n.
hum	abreisen, weggehen, verlassen	vin.
i'en	Saiteninstrument	n.
ikran	Banshee	n.
ikranay	Waldbanshee	n.
ioang	Tier, Bestie, Biest	n.
irayo	Danke, Dank	n., intj.
ìlä	folgend, entlang, via; laut	adp.
ka	(quer) über, übergreifend	adp.
kä	gehen	vin.
kali'weya	giftige Spinnenart	n.
kalin	süß (Geschmack)	adj.
kaltxì	Hallo	intj.
kämakto	ausreiten	v.
kame	sehen, verstehen, kennen, erkennen (spirituell)	vtr.
kan	vtrm. zielen, abzielen, beabsichtigen; vtr. zielen, eine Waffe oder anderes Objekt auf ein Ziel richten	vtrm., vtr.
kangay	gültig, stichhaltig, richtig	adj.
kar	lehren, unterrichten	vtr.
karyu	Lehrer	n.
kato	Rhythmus	n.
kawkrr	niemals, nie	adv.
kawng	böse, schlecht, übel	adj.
kawtu	niemand	pn.
ke	nicht	adv.
ke'u	nichts, Nichts	pn.
kehe	nein	part., intj.
kelku	Heim, Heimat, Zuhause, Haus	n.
kelku si	leben, wohnen, hausen	vin.
kem	Ding (Aktion), Tat, Handlung	n.
kempe	Was? (Welche Aktion)	inter.
kenong	darstellen, veranschaulichen, bedeuten, repräsentieren (ii)	vin.
kerusey	tot	adj.
ketuwong	Alien, Außerirdische/r, Fremde/r	n.
kewong	fremd, außerirdisch	adj.
keye'ung	Wahnsinn, Irrsinn	n.
kifkey	Welt (physisch)	n.
kilvan	Fluss	n.
kìm	drehen, wirbeln	vtr.
kin	brauchen, bedürfen, benötigen	vtr.
kinam	Bein	n.
kinamtil	Knie	n.
kìng	Faden, Strang	n.
kip	zwischen, unter, mitten unter, inmitten	adp.
kìte'e	Dienst, Dienstleistung	n.
kllfro'	verantwortlich sein	svin.
kllkulat	aufgraben, ausgraben	vtr.
kllkxem	stehen	vin.
kllpxìltu	Bereich, Gebiet, Land, Territorium	n.
kllte	Boden, Grund	n.
ko	Einverständnis einholen (makto ko!  'Lass uns reiten!')	part.
kop	auch, ebenfalls, zusätzlich	adv.
koren	Regel, Richtlinie	n.
krr	Zeit	n.
krrnekx	dauern, Zeit brauchen (ii)	vin.
krrpe	Wann?	inter.
kunsìp	Hubschrauber (Waffenschiff)	n.
kurakx	verjagen, vertreiben	vtr.
kxam	Mitte, Mittelpunkt	n.
kxamtseng	Zentrum, Mittelpunkt (Ort)	n.
kxangangang	Bumm, Knall (Lautmalerei)	intj.
kxanì	verboten, unerlaubt	adj.
kxawm	vielleicht, eventuell	adv.
kxener	Rauch	n.
kxetse	Schwanz	n.
kxeyey	Fehler, Irrtum	n.
kxll	Ansturm, Angriff	n.
lahe	andere/r/s, weitere/r/s	adj.
lam	scheinen, erscheinen, wirken, aussehen	vin.
lapo	der/die/das andere	pn.
latem	ändern (sich), verändern (sich)	vin.
law	eindeutig, klar, gewiss, sicher	adj.
lefpom	fröhlich, friedlich, erfreulich (nicht für Personen), angenehm	adj.
lertu	Kollege, Mitarbeiter	n.
letrr	täglich	adj.
letsunslu	möglich	adj.
lì'u	Wort	n.
lì'fya	Sprache	n.
lok	nähern, annähern	vtr.
lonu	freilassen, befreien, gehen lassen	vtr.
lor	schön, angenehm für die Sinne	adj.
loreyu	helicoradium spirale, schöne Spirale (Pflanze)	n.
lrrtok	Lächeln	n.
lrrtok si	lächeln	vin.
lu	sein, bin, bist, ist, sind (Kopula, Verb der Existenz)	vin., svin.
lun	Grund, Begründung	n.
lumpe	Warum?	inter.
ma	Oh (Marker für den Vokativ)	part.
makto	reiten	vtr.
mawey	ruhig, gefasst	adj.
mefo	die, diese beiden	pn.
menari	Augen (zwei)	n.
meoauniaea	Harmonie, im Einklang mit der Natur leben	n.
meuia	Ehre	n.
meyp	schwach, kraftlos, empfindlich	adj.
mi	noch, noch immer, wie vorher	adv.
mip	neu	adj.
mikyun	Ohr	n.
mì	in, im, an, auf	adp.
mìn	rotieren (um eine Achse), wenden	vin.
mìso	weg (Position)	adv.
mllte	zustimmen, übereinstimmen	vin.
moe	wir, wir beide (exklusiv)	pn.
mokri	Stimme	n.
muiä	anständig, passend, gerecht, richtig, fair	adj.
mun'i	schneiden	v.
mune	zwei	num.
munge	nehmen, bringen, mitbringen	vtr.
mungwrr	außer, bis auf, abgesehen von	adp.
muntxa	gepaart, vereint	adj.
na	wie, als, so wie	adp.
na'rìng	Wald	n.
Na'vi	Volk (der Na'vi), eingeborenes Volk Pandoras	prop.n.
nang	Ausruf, Überraschung, Zuspruch (mirativ, unerwartete oder neue Information)	part.
nantang	Natterwolf (Viperwolf, Caniferratus costatus)	n.
nari	Auge	n.
nari si	aufpassen, achtgeben	vin.
nawm	grossartig, bedeutend, edel, nobel	adj.
ne	zu, nach, in Richtung	adp.
ne'ìm	zurück (Richtung)	adv.
nekx	verbrennen, verbrauchen	vtr.
neto	weg (Richtung)	adv.
new	wollen, möchten	vtrm.
niä	greifen, fassen, packen	vtr.
nì'aw	nur, ausschließlich, lediglich	adv.
nìawnomum	wie wir wissen, wie bekannt (umgangssprachlich [naw.no.mum])	adv.
nì'awtu	allein (als eine Person)	adv.
nì'awve	zuerst, erst	adv.
nì'it	etwas, ein kleines Bisschen (Abstrakt)	adv.
nì'ul	mehr	adv.
nìayoeng	wie wir, wie wir es tun (umgangssprachlich [naj.wEN])	adv.
nìftue	einfach, leicht	adv.
nìftxavang	leidenschaftlich, von ganzem Herzen	adv.
nìhawng	allzu, zu, übermäßig	adv.
nìltsan	gut	adv.
nìmun	wieder	adv.
nìn	schauen, hinsehen, anschauen	vtr.
nìngay	genau, wirklich, wahrlich	adv.
nìtam	genug	adv.
nìteng	auch, ebenfalls, ebenso	adv.
nìtut	laufend, fortwährend	adv.
nìtxan	sehr, viel (Abstrakt)	adv.
nìwin	schnell, in schneller Weise	adv.
nìwotx	in toto, im Ganzen, ganz	adv.
nulkrr	länger (zeitlich)	adv.
nulnew	vorziehen, bevorzugen, begünstigen (ii)	vtrm.
nume	lernen, Wissen oder Verstehen erlangen	vin.
nga	Du	pn.
ngawng	Wurm	n.
ngay	wahr, echt, richtig, zutreffend	adj.
ngenga	Sie (Höflichkeitsform von Du)	pn.
ngim	lang (physikalisch)	adj.
ngop	erschaffen, erstellen, gestalten, hervorbringen	vtr.
ngrr	Wurzel	n.
nguway	Heulen, Schrei (eines Natterwolfs)	n.
oe	ich	pn.
oeng	wir beide (dual inklusive), Du und Ich	pn.
oeyk	Grund, Ursache, Anlass	n.
ohe	Ich (ehrerbietige oder zeremonielle Form)	pn.
olo'	Stamm, Clan	n.
olo'eyktan	Stammesanführer, Clanführer	n.
omum	wissen, et. kennen	vtr.
ontu	Nase	n.
pähem	ankommen, eintreffen	vin.
pak	Satzpartikel der Verunglimpfung/Herabsetzung	part.
pa'li	Direhorse, Pandorisches Pferd ähnliches Tier	n.
palulukan	Thanator, bestiapanthera ferox	n.
pam	Geräusch, Klang, Ton	n.
pamtseo	Musik	n.
pamtseowll	Katzenohr (Pflanze), Musikpflanze, felinafolia ferruginea	n.
pängkxo	(sich) unterhalten (mit), sprechen, plaudern	vin.
pänutìng	versprechen (jemandem etwas), zusagen (ii)	vtr.
pätsì	Abzeichen, Emblem	n.
pawm	fragen	v.
pay	Wasser, Flüssigkeit	n.
paywll	Wasserpflanze (Aloe Vera ähnlich), Dapophet, aloeparilus succulentus	n.
pe	Interrogativ Marker	affix
pe'un	entscheiden, beschließen	vtr.
pefya	Wie?	inter.
pehem	Was? (welche Aktion?)	inter.
pehrr	Wann? (welche Zeit?)	inter.
pelun	Warum? (welcher Grund?)	inter.
peng	erzählen, berichten, sagen	vtr.
penghrrap	binärer Sonnenschein, gefranste Lampe, lucinaria fibriata	n.
peseng	Wo? (welcher Ort?)	inter.
pesu	Wer? (welcher Person?)	inter.
peu	Was? (welches Ding?)	inter.
pey	warten, abwarten	vin.
pizayu	Vorfahre, Ahne	n.
plltxe	sprechen, reden	v.
po	er, sie	pn.
poan	er (keine Pluralform: verwende (ay)fo)	pn.
poe	sie (sg.) (keine Pluralform: verwende (ay)fo)	pn.
pongu	Gruppe von Leuten	n.
prrnen	Säugling, Baby	n.
prrnesyul	Knospe	n.
prrte'	angenehm, vergnüglich (Aktivität)	adj.
pxan	würdig, angemessen, ehrenwert	adj.
pxasìk	Scheiss drauf!, Vergiss es! (vulgär)	intj.
pxasul	frisch, ansprechend (als Nahrung)	adj.
pxay	viele	adj.
pxey	drei	num.
pxi	spitz (z.B. Nadel)	adj.
pxìm	oft	adv.
pxiut	Rasierklingenpalme, scharfer Baum, saltcellar gracilis	n.
pxorna'	Episoth, explodierender Same, croquembouche columnare	n.
pxun	Arm	n.
pxuntil	Ellbogen	n.
rä'ä	tu nicht, hab nicht (für negative Imperative)	part.
ral	Bedeutung, Sinn	n.
ralpeng	interpretieren, übersetzen, deuten (ii)	vtr.
rawke	Alarmschrei, Verteidigungsruf	intj.
rel	Bild, Darstellung, Abbild	n.
reltseo	darstellende Kunst	n.
reltseotu	Künstler (visuell)	n.
renu	Muster, Schema	n.
rey	leben	vin.
rikx	bewegen, umziehen, Position ändern	vin.
rim	gelb	adj.
rina'	Samen (singular)	n.
riti	Stachelfledermaus, scorpiobattus volansii	n.
rol	singen	v.
ronsem	Verstand, Geist	n.
rum	Ball, Kugel	n.
rumut	Kugelbaum	n.
run	finden, entdecken	vtr.
rutxe	(ich) bitte (dich darum)	intj.
sa'nok	Mutter	n.
sa'nu	Mama (affectionate form of)	n.
san	Zitat (siehe auch sìk)	adv.
sänume	Lehre, Unterrichtung, Unterweisung	n.
säspxin	Krankheit	n.
sempu	Papa (affectionate form of)	n.
sempul	Vater	n.
set	jetzt, nun	adv.
sevin	schön, hübsch (vorrangig für weibliche Personen)	adj.
seyri	Lippe	n.
seze	blaue Blume	n.
si	(Hilfsverb, nachgestelltes nichtgebundenes Verb) tun, machen	
sì	und (connects two things, can be attached as --sÃ¬: for clauses use)	conj.
sìk	Zitat Ende (siehe auch san)	adv.
sìlpey	hoffen (mit tsnì für die erhoffte Sache, außer im unabhängigen Satz) (ii)	vin.
sìlronsem	schlau, intelligent (Sache)	adj.
sìltsan	gut, gut gemacht	adj.
ska'a	zerstören, vernichten	vtr.
skxawng	Trottel, Idiot	n.
slä	aber	conj.
slu	werden (Prädikat mit ne in mehrdeutigen Konstruktionen)	vin.
sngä'i	anfangen, beginnen, starten	vim.
sngä'ikrr	Anfang, Beginn, Startzeit	n.
sngel	Abfall, Müll, Unrat	n.
sngeltseng	Müllhalde, Abfallplatz	n.
snumìna	dumm, einfältig	adj.
som	heiß	adj.
somtìlor	Popsicle, heiße Schönheit (Pflanze), capsulatum virgatum	n.
spaw	glauben	vtr.
spxam	Pilz	n.
spe'e	fangen, einfangen	vtr.
spe'etu	Gefangener	n.
spxin	krank, übel	adj.
srak	kennzeichnet Ja oder Nein Fragen	part.
srake	kennzeichnet Ja oder Nein Fragen	part.
srane	ja	part., intj.
srew	tanzen	vin.
srung	Hilfe, Unterstützung	n.
stawm	hören	vtr.
steftxaw	prüfen, kontrollieren, untersuchen	vtr.
stum	beinahe, fast	adv.
sutx	verfolgen, folgen, im Visier haben	vtr.
swaw	Moment, Augenblick	n.
swey	beste/r/s	adj.
swirä	Kreatur, Geschöpf, Wesen	n.
swizaw	Pfeil	n.
swok	heilig	adj.
swotu	heiliger Ort	n.
syaw	rufen	vin.
syulang	Blume	n.
ta	von, ab, aus (lokal), seit (zeitlich mit anderen Zeitwörtern)	adp.
ta'em	von oben	adv.
tafral	daher, deshalb	adv.
täftxu	weben, flechten	vtr.
täftxuyu	Weber, Flechter	n.
takuk	schlagen, treffen	vtr.
talioang	Sturmbestie (sturmbeest), bovindicum monocerii	n.
talun	weil, denn, vom Beweggrund ausgehend	conj.
taluna	weil, denn, vom Beweggrund ausgehend	conj.
tam	ausreichen, genügen, reichen; Okay, in Ordnung	vin., intj.
tam tam	ruhig, beruhig dich, gut gut	intj.
tangek	Stamm (eines Baumes)	n.
tanhì	Stern, biolumineszentes Fleckchen/Punkt	n.
taron	jagen	vtr.
taronyu	Jäger	n.
tautral	Himmelsbaum	n.
taw	Himmel	n.
taweyk	weil, aufgrund der Ursache	conj.
taweyka	weil, aufgrund der Ursache	conj.
tawsìp	Himmelsschiff	n.
tawng	untertauchen, sich ducken, tauchen	vin.
tawtsngal	Panopyra, Himmelsbecher, panopyra aerii	n.
Tawtute	Himmelsperson, Mensch	prop.n.
te	verwendet in Eigennamen	part.
tel	empfangen, erhalten	vtr.
telem	Schnur, Seil, Leine, Strick	n.
teng	selbe, gleiche, gleichwertig	adj.
tengfya	wie, als, genauso wie, auf die gleiche Art wie (situationsbezogene Ähnlichkeit)	conj.
tengkrr	während, solange, wie (zur gleichen Zeit wie)	conj.
teri	über, betreffend, bezüglich, hinsichtlich	adp.
terkup	sterben, umkommen	vin.
teswotìng	gewähren, zugestehen, gestatten, genehmigen (ii)	vtr.
teya	voll, gefüllt, satt, ganz	adj.
teylu	Käferlarve	n.
tewti	Wow, Hey, Ausruf von Überraschung und Freude	intj.
til	Gelenk, Verbindungsstelle	n.
tirea	Geist, Seele	n.
tireafya'o	Spirit Path, Geistes Weg	n.
tireaioang	Spirit Animal, Geistes Tier, Seelentier	n.
tireapängkxo	kommunizieren (nicht verbal)	v.
tì'eyng	Antwort, Erwiderung	n.
tìfmetok	Test, Prüfung	n.
tìftang	Stoppen, Aufhören; Glottisstop, plötzlicher Bruch in der Aussprache	n.
tìfyawìntxu	Führung, Beratung, Leitung	n.
tìhawnu	Schutz, Bewahrung	n.
tìkangkem	Arbeit	n.
tìkawng	Böse, Übel, Sünde	n.
tìkenong	Beispiel, Muster	n.
tìkin	Bedarf, Bedürfnis, Erfordernis	n.
tìlor	Schönheit	n.
tìng	geben	vtr.
tìng mikyun	zuhören, hinhören	vin.
tìng nari	schauen, hinsehen, anschauen	vin.
tìngay	Wahrheit, Richtigkeit	n.
tìpawm	Frage	n.
tìran	laufen, wandern, gehen	vin.
tìyawn	Liebe	n.
tìrey	Leben, Lebensdauer	n.
tìrol	Lied, Song, Gesang	n.
tìspxin	Kranksein, Zustand des Krankseins	n.
tìtxur	Stärke, Kraft	n.
to	Komparativ Marker als (verhält sich wie eine adp.)	part.
tok	sein (räumlich), zugegen sein, Platz belegen	vtr.
toktor	Doktor	n.
tokx	Körper, Leib	n.
tompa	Regen	n.
toruk	Großer Leonopteryx, Letzter Schatten	n.
toruk makto	Reiter des Toruk, Reiter des Letzten Schatten	n.
torukspxam	Octoshroom, grosser Leonopteryx Pilz, fungimonium giganteum	n.
trr	Tag	n.
trram	gestern	adv.
tukru	Speer, Spieß	n.
tul	rennen, laufen	vin.
tung	erlauben, gestatten	vtr.
tupe	Wer? (welche Person?)	inter.
tut	Partikel der Weiterführung (z.B. nga tut und du? )	part.
tute	Person, Mensch (Na'vi)	n.
tuté	Frau, weibliche Person	n.
tutan	Mann, männliche Person	n.
tsa'u	jenes, das (Ding)	dem.
tsaheylu	Band, (neurale) Verbindung	n.
tsakem	das (diese Aktion)	dem.
tsakrr	da, dann, zu diesem Zeitpunkt, jene Zeit	adv.
tsam	Krieg	n.
tsampongu	Kriegspartei, Gruppe von Kriegern	n.
tsamsiyu	Krieger	n.
tsap'alute	Entschuldigung	n.
tsatseng	dort, da, jener Platz	dem., n.
tsatu	der, die, diese Person (da)	dem.
tsawke	Sonne	n.
tsawl	groß, hochgewachsen	adj.
tsawlapxangrr	Unideltabaum, wörtl. Große dicke Wurzel, magellum deltoids	n.
tse'a	sehen (im physischen Sinne)	vtr.
tseng	Platz, Ort	n.
tsenge	Platz, Ort	n.
tsengpe	Wo? (welcher Ort?)	inter.
tseo	Kunst	n.
tskalep	Armbrust (engl. crossbow)	n.
tsko	Bogen (Waffe)	n.
tsko swizaw	Pfeil und Bogen	n.
tskxe	Stein, Fels, Felsen	n.
tskxekeng	Training, Übung, Ausbildung	n.
tslam	verstehen, begreifen	vtr.
tsleng	falsch, fehlerhaft	adj.
tslolam	verstehe, Ich verstehe	intj.
tsmuk	Geschwister (Singular)	n.
tsmuktu	Geschwister (Singular)	n.
tsmukan	Bruder	n.
tsmuke	Schwester	n.
tsnì	dass (Funktionswort)	sbd.
tsngal	Tasse, Becher, Schale, Gefäß	n.
tspang	töten, umbringen	vtr.
tsranten	bedeuten, von Bedeutung sein, ausmachen	vin.
tstew	tapfer, mutig	adj.
tstxo	Name	n.
tsun	können, in der Lage sein	vim.
tswayon	fliegen	vin.
tsyal	Flügel, Schwinge	n.
tsyo	Mehl, Pulver	n.
tsyorina'wll	Palmfarn, Mehlsamenpflanze, pseudocycas altissima	n.
txan	viel(e), groß (Anzahl)	adj.
txantsan	ausgezeichnet, exzellent, hervorragend	adj.
txantslusam	weise, klug	adj.
txe'lan	Herz	n.
txele	Thema, Angelegenheit, Bewandtnis, Sache	n.
txen	wach, munter	adj.
txep	Feuer, Brand	n.
txewk	Schläger, Knüppel, Keule	n.
txey	anhalten, stoppen, unterbrechen, rasten	v.
txìm	Po, Hintern, Arsch, Hinterteil	n.
txìng	verlassen, zurücklassen, aussetzen, aufgeben	vtr.
txll'u	Hookagourd, Hakenkürbispflanze, flaska ascendens	n.
txo	wenn, falls	conj.
txoa	Vergebung, Verzeihung	n.
txokefyaw	sonst, wenn nicht, ansonsten	conj.
txon	Nacht	n.
txopu	Angst, Furcht	n.
txula	bauen, erbauen, errichten, konstruieren	vtr.
txum	Gift	n.
txumpaywll	Skorpiondistel, giftige Wasserpflanze, scorpioflora maxima	n.
txumtsä'wll	giftspritzende Pflanze, flaska reclinata	n.
txur	stark, kräftig (physisch)	adj.
ulte	und (verbindet Sätze)	conj.
ultxa	Treffen, Versammlung, Zusammenkunft, Begegnung	n.
unil	Traum	n.
uniltìrantokx	Avatar, TraumwandlerKörper	n.
uniltìranyu	Traumwandler	n.
utral	Baum	n.
uvan	Spiel	n.
uvan si	spielen (ein Spiel)	vin.
vay	bis, bis zu, bis hin	adp.
virä	ausbreiten, vermehren, wuchern	v.
vrrtep	Dämon, unheiliger Geist	n.
vul	Ast, Zweig (eines Baumes)	n.
way	Lied, Gesang (alt, zeremoniell)	n.
waytelem	Liedkette, Liedband, Band mit bunten Perlen und Steinen als Erinnerung für die Gesangsgeschichte	n.
win	schnell, rasch	adj.
wìntxu	zeigen, anzeigen	vtr.
'ewll	Pflanze	n.
wrrpa	außen, außen liegend, Außenseite	n., adv.
wutso	Abendessen, Mahlzeit	n.
ya	Luft	n.
yawne	geliebt, lieb	adj.
ye'rìn	bald, demnächst	adv.
yerik	Hexapede, Hirsch ähnliches Tier Pandoras, Sexcruscervus caeruleus	n.
yey	gerade, geradewegs, direkt	adj.
yìm	binden, fesseln, verbinden	vtr.
yol	kurz (kurze Zeit)	adj.
yom	essen, speisen, fressen	vtr.
yomhì'ang	kleiner Tier/Insektenfresser, Dakteron, pseudopenthes coralis	n.
yomioang	Kelchpflanze	n.
yomtìng	füttern, Futter geben (ii)	vin.
yur	waschen; reinigen, säubern (z.B. Wunde)	vtr.
za'ärìp	ziehen	vtr.
za'u	kommen	vin.
zamunge	bringen, herbringen	vtr.
zawng	schreien, kreischen	vin.
zekwä	Finger	n.
zene	müssen	vim.
zìsìt	Jahr	n.
zong	retten, verteidigen, sichern	vtr.
zongtseng	Schutzort, Zuflucht, sicherer Ort, Sicherheit	n.
zoplo	Beleidigung, Vergehen	n.
zusawkrr	Zukunft, in der Zukunft	n.
Jakesully	Trottel, Toruk Maktoyu	n.
'ärìp	bewegen, verschieben (etwas)	vtr.
'awstengyem	verbinden, vereinen (zwei oder mehr Dinge) (ii)	vtr.
'efu	fühlen, spüren, wahrnehmen	vtr.
'em	kochen	vtr.
'eyng	antworten, beantworten, erwidern	v.
'i'a	enden, beenden, abschließen	vin.
'ia	sich verlieren (im spirituellen Sinne)	vin.
fkxake	jucken	v.
fmal	aufrechterhalten, stützen, standhalten	vtr.
frìp	beißen, zubeißen	vtr.
ftem	vorbeigehen, vorübergehen (an etwas)	vtr.
fwew	suchen, streben (nach etwas), aufspüren	vtr.
hangham	lachen	vin.
vaykrr	bis (temporal), bis (dass), bis zu der Zeit	conj.
sngap	stechen	vtr.
hawl	vorbereiten	vtr.
kä'ärìp	drücken, schieben, stoßen	vtr.
kavuk si	betrügen, verraten	vin.
kllkä	absteigen, hinabsteigen, heruntergehen	vin.
latsi	mit jemandem mithalten, mit jemandem Schritt halten	v.
lek	achten, beachten, gehorchen, befolgen	vtr.
len	passieren, geschehen, stattfinden, vorfallen	vin.
lew si	abdecken, verdecken, bedecken	vin.
muntxa si	vereinen (sich mit jemandem), heiraten	vin.
näk	trinken	vtr.
nong	folgen, nachfolgen	vtr.
oeyktìng	erklären (warum), erläutern, begründen (ii)	vtr.
pate	ankommen, zu einem Ort gelangen	v.
piak si	öffnen, aufmachen	vin.
pom	küssen	vtr.
pxor	explodieren	vin.
salew	weiterlaufen, fortfahren, fortsetzen	v.
sar	benutzen, verwenden	vtr.
sim	nah/näher sein	svin.
sleyku	produzieren, herstellen, erzeugen	vtr.
sop	reisen,	vin.
spä	springen, hüpfen	v.
speng	wiederherstellen, zurückversetzen, erneuern	vtr.
spule	antreiben, treiben, vorwärtstreiben	vtr.
srese'a	prophezeien, voraussagen	vtr.
steyki	ärgern, erzürnen, verärgern (jemanden), wütend machen (jemanden)	vtr.
sti	ärgern (sich), verärgert sein, wütend sein	vin.
sto	weigern (etwas zu tun), verweigern, ablehnen	vtrm.
sung	hinzufügen, ergänzen, beigeben, hinzugeben	vtr.
syep	fangen, einschließen, in eine Falle locken, mit einer Falle fangen	vtr.
tatep	(aus den Augen) verlieren	vtr.
tätxaw	zurückkommen, zurückkehren, wiederkommen (intransitiv)	vin.
tem	schießen (intransitiv)	vin.
tì'awm si	kampieren, campen, Lager aufschlagen	vin.
tì'awm	Kampieren, Lagern	n.
tìkangkem si	arbeiten	vin.
tìng tseng	zurückziehen, zurückweichen, Platz machen	vin.
tìsraw seyki	verletzen, wehtun (jemandem oder etwas)	vtr.
tìsraw	Schmerz	n.
tìsraw si	schmerzen, verletzt sein	vin.
toltem	schießen	vtr.
tsä'	spritzen	v.
tsaheyl si	verbinden mit, eine neurale Verbindung eingehen/herstellen	vin.
tsap'alute si	entschuldigen (sich)	vin.
tsawl slu	wachsen	vin.
tsngawvìk	weinen, heulen	vin.
tsre'i	werfen, schleudern	vtr.
tstu si	schließen, zumachen, enden, sperren	vin.
tsunslu	möglich sein	vin.
tsurokx	ausruhen (sich), ruhen, Pause machen, erholen	vin.
tungzup	fallen lassen, herunterlassen, abwerfen	vtr.
wem	kämpfen, sich streiten	vin.
win säpi	beeilen (sich), eilen (sich), hasten	vin.
win si	hetzen, in Eile tun (etwas), schnell tun (etwas), überstürzen	vin.
yän	festmachen, anbringen, festbinden, schnüren	vtr.
yem	setzen, stellen, legen, platzieren	vtr.
zenke	nicht dürfen (ii)	vim.
zup	fallen	vin.
nekll	runter, nach unten (Richtung)	adv.
srung si	helfen, unterstützen	vin.
